name,genotype,age,sex,weight,rotation,shift,thal file,CC file,mrsthal_exclude,mrscc_exclude,exclusion reason,,CrCH2,Ala,Asp,Cr,GABA,Glc,Gln,GSH,Glu,GPC,Ins,Lac,Lip09,Lip13a,Lip13b,Lip20,MM09,MM12,MM14,MM17,MM20,NAA,NAAG,PCh,PCr,sIns,Tau,tNAA,tCr, tCho,Glx,tLM09,tLM13,tLM20,,CrCH2_stdev,Ala_stdev,Asp_stdev,Cr_stdev,GABA_stdev,Glc_stdev,Gln_stdev,GSH_stdev,Glu_stdev,GPC_stdev,Ins_stdev,Lac_stdev,"Lip09_stdev,","Lip13a_stdev,","Lip13b_stdev,",Lip20_stdev,MM09_stdev,MM12_stdev,MM14_stdev,MM17_stdev,"MM20_stdev,",NAA_stdev,NAAG_stdev,"PCh_stdev,",PCr_stdev,"sIns_stdev,",Tau_stdev,"tNAA_stdev,",tCr_stdev, tCho_stdev,Glx_stdev,tLM09_stdev,"tLM13_stdev,",tLM20_stdev,,CrCH2_tCR,Ala_tCR,Asp_tCR,Cr_tCR,GABA_tCR,Glc_tCR,Gln_tCR,GSH_tCR,Glu_tCR,GPC_tCR,Ins_tCR,Lac_tCR,Lip09_tCR,Lip13a_tCR,Lip13b_tCR,Lip20_tCR,MM09_tCR,MM12_tCR,MM14_tCR,MM17_tCR,MM20_tCR,NAA_tCR,NAAG_tCR,PCh_tCR,PCr_tCR,sIns_tCR,Tau_tCR,tNAA_tCR,tCr_tCR,tCho_tCR,Glx_tCR,tLM09_tCR,tLM13_tCR,tLM20_tCR
FID_011,KO,pnd70,F,18.6,N/A,N/A,N/A,N/A,Y,Y,dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
FID_012,HET,pnd70,F,17.9,N/A,N/A,N/A,N/A,Y,Y,dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
FID_013_14,WT,pnd70,F,20.6,0,0,14,25,N,N,inc,,2.198422,0,4.222766,5.422196,18.51216,3.832151,3.672774,0.3905119,32.02477,2.213734,16.56527,2.231242,16.63981,9.178664,0,14.48213,0,10.60861,23.42064,14.65215,104.6474,4.428403,0.6175791,1.446253,3.119988,0,22.83349,5.045982,8.542184,3.659987,35.69755,16.63981,43.20792,119.1295,,2.176674,1.387466,3.282242,2.148604,5.084751,3.629351,5.948451,1.458492,5.939982,1.266827,4.377997,5.883624,34.14945,110.7355,18.17266,24.18951,27.85577,131.2523,54.54501,19.61617,32.81911,1.840886,1.475654,1.334502,1.9998,0.1938651,5.135869,1.039927,0.8109634,0.2236268,3.841682,2.83604,11.28003,9.703803,,0.2573606469,0,0.4943426646,0.6347552336,2.167146013,0.4486148975,0.4299572568,0.04571569753,3.749014304,0.2591531627,1.939231232,0.2612027556,1.947957337,1.074510219,0,1.695366197,0,1.241908393,2.741762528,1.715269772,12.25066096,0.5184157822,0.07229756465,0.1693071702,0.3652447664,0,2.673027179,0.5907133351,1,0.4284603329,4.178972263,1.947957337,5.058181842,13.94602364
FID_013_25 (E),WT,pnd70,F,20.6,180,-2,14,25,N,N,ppr,,0,0,1.969892,1.589863,11.65467,5.097698,1.951341,0,19.57706,1.64846,11.57262,0,3.98487,13.16721,0,10.74311,0.9830864,6.669936,16.89053,5.015826,53.9122,1.693879,0.7728948,1.388481,1.579891,0,17.38158,2.466773,3.169754,3.036941,21.5284,4.967956,36.72768,64.65531,,0.846889,0.9936612,2.216128,1.241987,2.444971,2.374287,2.94761,0.4829038,2.799647,0.5923732,2.631679,1.278706,68.05956,452.4262,12.73439,15.42779,57.64862,303.5323,150.829,14.69618,21.86294,0.8612972,0.8384094,0.6906967,0.976193,0.1516971,2.708561,0.5444107,0.3540646,0.1515758,1.932349,5.595782,7.129066,7.694896,,0,0,0.621465262,0.5015729927,3.676837382,1.608231427,0.6156127573,0,6.176207996,0.5200592854,3.650952093,0,1.257154341,4.154016368,0,3.389256706,0.3101459609,2.104244052,5.328656419,1.582402294,17.00832304,0.5343881576,0.2438343165,0.4380406177,0.4984270073,0,5.483573804,0.7782222217,1,0.958099903,6.791820438,1.567300175,11.5869181,20.39757975
FID_014_12,KO,pnd70,M,20,180,-2,12,30,N,N,inc,,1.269464,0,9.796266,7.639947,32.62656,0,0,0.5577853,52.00623,3.467503,18.48313,3.112625,34.26942,17.47113,0,46.52196,0,12.16262,41.69063,26.11412,164.8888,8.135325,4.790118,2.609566,4.964695,0,33.14173,12.92544,12.60464,6.077069,52.00623,34.26942,71.32437,211.4108,,2.314216,2.139985,4.50503,2.400191,5.747436,2.71493,4.103195,1.700426,5.523623,1.251754,4.646357,5.423711,95.44386,68.34331,23.89326,33.21558,83.58607,81.3076,84.15514,24.29738,46.38581,2.321499,2.146841,1.380525,1.842867,0.2946769,5.240181,1.625851,0.9676332,0.2968884,3.279823,4.558183,17.18171,14.51321,,0.1007140228,0,0.7771952233,0.6061217932,2.588456315,0,0,0.04425237849,4.125959171,0.2750973451,1.466375081,0.2469427925,2.718794031,1.386087187,0,3.690859874,0,0.9649319616,3.307562136,2.071786263,13.08159535,0.6454230347,0.3800281484,0.2070321723,0.3938783654,0,2.629327771,1.025450945,1,0.4821295174,4.125959171,2.718794031,5.658580491,16.7724584
FID_014_30,KO,pnd70,M,20,180,-2,12,30,N,N,inc,,4.558113,0,8.981446,7.402616,29.8365,8.047804,15.4305,10.85792,60.06716,7.762577,31.69539,0.3041465,1.85692,0,0,15.55027,18.40932,10.50789,45.44582,20.55966,113.935,11.39557,7.098192,1.100071,14.2621,0,82.00749,18.49376,21.66471,8.862647,75.49766,20.26624,55.95371,129.4852,,3.567313,2.315596,4.976235,10.10369,4.716492,5.302237,7.148632,2.753362,6.183752,2.114571,5.530823,7.616774,71.61082,120.7277,24.65335,34.67912,86.37141,70.15097,54.16053,20.30122,41.31412,3.234261,3.466594,1.972558,11.38919,0.3106829,7.2647,1.226715,1.163095,0.3342206,4.788535,3.453885,3.271033,15.86164,,0.2103934463,0,0.4145657154,0.3416900572,1.377193602,0.3714706543,0.7122412439,0.5011800296,2.772580847,0.3583051423,1.462996274,0.01403879858,0.08571174043,0,0,0.7177695893,0.8497376609,0.4850233398,2.097688822,0.948993086,5.259013391,0.5259968862,0.3276384498,0.05077709325,0.6583102197,0,3.785302919,0.8536352437,1,0.4090821894,3.484822091,0.9354494014,2.582712162,5.976779749
FID_015,HET,pnd70,F,18.7,N/A,N/A,N/A,N/A,Y,Y,dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
FID_016_18,WT,pnd70,M,21.4,0,0,18,21,N,N,inc,,1.352723,0,9.918519,12.70475,39.79908,0,13.94086,6.121445,74.09715,6.374533,31.29078,6.086174,7.513392,15.62965,0,45.74048,33.63598,9.224238,67.20655,38.45351,170.2822,11.37254,7.509021,5.194622,12.80421,0,75.73613,18.88156,25.50896,11.56915,88.03801,41.14937,92.06043,216.0227,,3.144768,2.642537,5.716722,2.905763,6.054297,3.545689,7.302497,2.798877,7.893878,2.380176,6.450561,8.724925,41.98261,97.41478,37.7179,39.55345,58.2153,128.1447,115.4314,26.04977,47.97626,2.572144,2.967725,2.180867,3.507714,0.3388737,8.334725,1.650791,1.610762,0.4107336,5.503734,10.96937,6.640424,19.1626,,0.05302932773,0,0.388824907,0.4980504889,1.560200024,0,0.5465083641,0.239972347,2.904749939,0.2498938804,1.226658398,0.2385896563,0.2945393305,0.6127121607,0,1.793114263,1.318594721,0.3616077645,2.634625245,1.507451107,6.675387785,0.44582531,0.2943679789,0.2036391135,0.5019495111,0,2.969001088,0.7401932497,1,0.4535327979,3.451258303,1.613133973,3.608944857,8.468502832
FID_016_21 (E),WT,pnd70,M,21.4,0,0,18,21,N,N,ppr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
FID_017_17,HET,pnd70,F,21.1,180,-2.1,17,27,N,N,inc,,10.58886,0,11.78298,17.97483,33.50079,4.078147,28.18886,11.3675,63.09376,10.20783,40.7834,0,0,13.2358,0,25.32398,30.4085,14.54552,61.55387,28.17423,132.3731,9.185505,7.798328,3.409266,8.438579,0,87.30489,16.98383,26.41341,13.6171,91.28262,30.4085,89.33519,157.6971,,3.986763,2.398122,5.118536,11.1174,5.30037,5.725472,6.920584,2.981222,6.666632,2.487811,6.299683,2.277253,102.7598,112.1945,26.18169,36.44618,114.0103,177.1101,108.9787,19.5651,41.92216,2.668774,2.917901,2.2277,8.852795,0.3311827,7.787705,1.284282,1.277473,0.3852678,4.74477,4.628786,4.398902,6.668733,,0.4008895481,0,0.4460984023,0.6805191,1.268325067,0.1543968386,1.06721775,0.4303685136,2.3887018,0.3864639212,1.544041455,0,0,0.5011015238,0,0.9587546629,1.151252337,0.5506869427,2.330402246,1.066663865,5.011586917,0.3477591496,0.295241243,0.1290733003,0.3194808622,0,3.305324455,0.643000279,1,0.5155373729,3.45591955,1.151252337,3.382190713,5.970342337
FID_017_27,HET,pnd70,F,21.1,180,-2,17,27,N,N,inc,,0.8086548,0,2.962656,3.672562,18.33419,5.75418,0.5031329,0.9475849,35.44809,2.518126,6.806097,0,18.93516,7.154472,0,0,11.10897,0,8.351066,31.44521,12.81265,72.50026,6.191623,4.205423,1.638557,3.227976,27.30301,10.39705,6.900537,4.156683,35.95123,18.93516,46.95075,97.99425,,2.027739,1.207668,3.145822,1.952188,5.004836,3.271716,5.678377,1.37818,5.743444,1.26775,3.663545,1.105094,24.72758,39.81262,9.937206,21.61104,27.77794,50.12091,42.90666,12.9959,29.50853,2.066816,1.760753,1.384309,1.985028,0.1783488,4.924114,1.205686,0.7500759,0.2274063,3.757092,2.644058,8.109317,9.277063,,0.1171872276,0,0.4293370212,0.5322139422,2.656922208,0.8338742333,0.07291213713,0.1373204578,5.137004555,0.364917397,0.9863141086,0,2.744012531,1.03679931,0,0,1.609870362,0,1.210205235,4.556922164,1.856761293,10.50646638,0.8972668359,0.6094341643,0.2374535489,0.4677862027,3.95665004,1.50670158,1,0.6023709459,5.209917721,2.744012531,6.803926999,14.20096001
FID_018_15 (E),HET,pnd70,F,20,0,0,15,23,N/A,N/A,ppr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
FID_018_23 (E),HET,pnd70,F,20,0,0,15,23,N/A,N/A,ppr,,0.6167557,0,3.085088,4.137358,16.70512,1.761164,1.383645,1.945421,30.17258,2.266562,6.806097,0,3.770443,12.26715,0,10.42485,5.939504,0,31.80721,12.81265,72.50026,3.150235,1.558413,1.945233,2.57293,0,27.55339,4.708648,6.710288,4.211795,31.55623,9.709947,44.07437,82.92511,,1.412751,1.204636,2.648788,1.414426,2.690468,2.658872,3.669106,1.286556,3.863155,0.9725273,2.848381,1.318675,72.0205,168.9821,9.065092,20.22243,81.80567,55.34482,86.98241,19.09745,27.94977,1.350788,1.28008,0.88589,1.36575,0.1743967,3.990087,0.8436054,0.6702739,0.1871034,2.657561,6.107689,4.755021,8.645434,,0.09191195669,0,0.4597549315,0.6165693633,2.489478842,0.2624572895,0.2061975581,0.2899161705,4.496465725,0.337774176,1.014277927,0,0.5618898921,1.828110805,0,1.553562232,0.8851339913,0,4.740066298,1.909403888,10.80434402,0.4694634567,0.2322423419,0.2898881538,0.3834306367,0,4.106141197,0.7017057986,1,0.6276623298,4.702664029,1.447023883,6.568178594,12.35790625
FID_019_13,WT,pnd70,F,17.4,180,-1.7,13,23,N,N,inc,,6.267744,0,0,5.46239,15.81034,0,20.47036,0,5.397548,0,0.921778,1.745763,0,0,0,0,0,24.69722,25.7718,0,0,0,0,0,0,0.9811832,2.360515,0,5.46239,0,25.86791,0,50.46902,0,,1.989441,1.356672,1.586721,5.010868,4.169086,2.54358,5.86415,0.7954982,2.935911,0.4585806,2.673847,2.956475,4.832797,37.52265,8.168503,6.151894,5.170458,43.38057,31.90372,4.651823,7.048004,0.4025997,0.4188363,0.4563047,4.392737,0.502861,2.170319,0.295115,0.4845569,0.07225617,2.705104,0.9600821,2.620085,3.450066,,1.147436196,0,0,1,2.894399704,0,3.74750979,0,0.9881293719,0,0.1687499428,0.3195969164,0,0,0,0,0,4.521321253,4.718044665,0,0,0,0,0,0,0.1796252556,0.4321395946,0,1,0,4.735639528,0,9.239365919,0
FID_019_23,WT,pnd70,F,17.4,180,-2.05,19,23,N,N,inc,,2.321088,0,3.529942,6.392312,22.88496,3.852481,0,2.805024,40.33404,3.985083,18.90466,0,0.8478005,11.67489,0,23.23011,19.50357,4.264352,61.76165,23.64469,116.5774,7.559704,4.784221,1.785721,5.899024,0,44.08376,12.34392,12.29134,5.770804,40.33404,20.35137,77.7009,139.8075,,3.052836,1.73495,4.501026,3.106096,7.088685,4.558204,4.137696,2.067357,6.666547,1.91633,5.47076,1.592844,48.44103,45.51604,14.33462,30.23964,46.84606,32.90921,73.86955,18.84518,41.46905,2.752318,2.625591,2.030974,3.247885,0.2596703,7.259755,1.493956,1.214711,0.3307613,3.452424,3.649801,11.63063,14.01146,,0.1888392966,0,0.2871893545,0.5200663231,1.861876736,0.3134305129,0,0.2282114074,3.281500634,0.3242187589,1.538047113,0,0.06897543311,0.9498468027,0,1.889957482,1.586773289,0.3469395526,5.024810151,1.923686921,9.484515114,0.6150431117,0.3892351037,0.1452828577,0.4799333514,0,3.586570708,1.004277809,1,0.4695016166,3.281500634,1.655748682,6.321597157,11.37447178
FID_020_12 (E),KO,pnd70,F,18.2,0,0,12,22,N/A,N/A,ppr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
FID_020_22 (E),KO,pnd70,F,18.2,180,-2,12,22,N,N,lac,,2.164351,0,5.121007,9.693448,25.07618,6.400314,8.89925,3.15879,61.27586,5.022321,19.87248,3.079308,11.69059,84.01041,0,43.96167,16.20602,21.41473,89.86773,24.11273,141.3578,8.967528,5.062779,3.429492,7.088578,0,56.65126,14.03031,16.78203,8.451813,70.17511,27.89661,195.2929,185.3195,,2.398986,2.044589,4.344143,2.399486,4.668597,4.424182,6.469394,2.199215,6.769132,1.865843,4.843761,7.003308,46.36722,159.1334,32.03463,29.92811,52.41337,127.8262,111.5391,23.35313,41.36302,1.941724,2.254908,1.692756,2.457769,0.2723293,6.505471,1.28559,1.172656,0.3215098,4.725409,8.241644,5.33018,15.06143,,0.1289683668,0,0.3051482449,0.5776087875,1.494228052,0.3813790108,0.5302844769,0.1882245473,3.651278183,0.2992677882,1.184152334,0.1834884099,0.6966135801,5.005974247,0,2.619568074,0.9656769771,1.276051229,5.354997578,1.43681843,8.42316454,0.5343529954,0.3016785812,0.2043550155,0.4223909742,0,3.375709613,0.8360317554,1,0.5036228037,4.18156266,1.662290557,11.63702484,11.0427344
FID_021_11 (E),HET,pnd30,F,17.9,N/A,N/A,11,16,N,N,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
FID_021_16 (E),HET,pnd30,F,17.9,N/A,N/A,11,16,N,N,lac,,2.177559,0,4.038876,3.804852,11.16222,5.895745,4.944534,0,23.38416,2.19488,21.0191,2.074155,12.41784,42.61346,0,20.52425,10.50262,10.53957,68.67885,19.36436,111.7822,3.805209,1.209735,0.6923139,1.771962,0,22.68357,5.014944,5.576814,2.887194,28.3287,22.92047,121.8319,132.3064,,1.838964,1.300994,2.828652,1.610583,3.883753,2.843753,4.620887,0.6995854,4.223218,0.9718934,4.046138,5.58796,427.1401,172.3921,26.1754,19.05502,437.5533,78.55685,125.2624,14.83393,26.0783,1.35388,1.320205,0.9779151,1.584747,0.1824773,4.220545,0.7087551,0.675613,0.1747459,2.858378,6.810986,10.85516,9.206977,,0.3904664922,0,0.7242264131,0.6822626683,2.001540665,1.057188746,0.8866234377,0,4.193103804,0.3935723874,3.769015786,0.3719247226,2.226690723,7.641183658,0,3.680282326,1.883265248,1.889890895,12.31506914,3.472297982,20.04409686,0.6823266833,0.2169222427,0.1241414722,0.3177373317,0,4.067478313,0.899248926,1,0.5177138775,5.079728318,4.109957764,21.84614728,23.72437022
FID_022,WT,pnd30,M,13.7,N/A,N/A,N/A,N/A,Y,Y,dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
FID_023_23 (E),KO,pnd30,F,14.3,180,-1.58,23,25,N,N,ppr,,0,0,0.9044653,0.708647,1.706346,1.758151,3.222543,0.3299923,0,0.285455,0,0.4040753,1.469183,0,0,10.11619,2.719201,0,7.9284,0.649383,17.16369,0.7575932,0,0.3263816,0.5613699,0,3.824559,0.7575932,1.270017,0.6118367,3.222543,4.188383,7.9284,27.27988,,0.3816587,0.3754806,1.071791,0.6218821,0.9401035,1.05967,1.772962,0.4799045,0.7936646,0.5915515,0.4462076,0.9221742,134.9429,6.779746,2.715441,6.580462,137.7705,4.077929,10.21872,4.87885,9.046921,0.5104967,0.1825078,0.5916487,0.4310561,0.06660458,1.226992,0.1508684,0.1829862,0.08059169,0.660628,1.858687,0.4669666,3.662061,,0,0,0.7121678686,0.5579822947,1.343561543,1.384352335,2.537401468,0.2598329786,0,0.2247647079,0,0.3181652687,1.156821523,0,0,7.965397314,2.14107449,0,6.242751081,0.5113183524,13.51453563,0.5965220938,0,0.2569899458,0.4420176265,0,3.011423469,0.5965220938,1,0.4817547324,2.537401468,3.297895225,6.242751081,21.47993295
FID_023_25 (E),KO,pnd30,F,14.3,0,0,23,25,N/A,N/A,ppr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
FID_024_12 (E),HET,pnd30,M,18.9,0,0,12,18,N/A,N/A,ppr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
FID_024_18 ,HET,pnd30,M,18.9,180,-2,12,18,N,N,inc,,3.328068,0,3.779254,5.264224,22.39157,2.173953,0,2.502167,34.08208,3.18014,10.61843,0,0,5.098494,0,18.36602,14.6836,9.868811,34.6288,12.96439,107.992,4.762471,2.383057,2.394319,3.505167,0,39.38143,7.145528,8.769391,5.574459,34.08208,14.6836,49.5961,126.358,,1.901482,1.395495,3.08516,1.563776,3.10117,3.030837,2.736265,1.357685,4.067475,1.126067,3.219758,1.314603,84.52177,99.62979,16.29926,23.14534,98.46065,130.7957,60.8975,16.07522,31.22618,1.532521,1.396255,1.021677,1.638772,0.1987558,4.639548,0.9547456,0.762853,0.2081951,2.222102,2.904036,9.105257,9.56077,,0.3795095919,0,0.4309596869,0.6002952771,2.553377994,0.2479023914,0,0.2853296198,3.886481969,0.3626409177,1.210851472,0,0,0.5813965873,0,2.094332434,1.674415019,1.125370165,3.948826093,1.478368338,12.31465218,0.5430788751,0.2717471487,0.2730313884,0.3997047229,0,4.490782769,0.8148260238,1,0.6356723061,3.886481969,1.674415019,5.655592275,14.40898233
FID_025_10 (E),HET,pnd30,F,18.2,0,0,10,17,N,N,ppr,,1.148192,0,2.53638,1.909218,0,0,18.88514,0,2.030092,0.5723168,0,1.156307,6.176311,14.19033,0,12.86723,7.519997,0,29.69678,0,76.76006,3.999183,2.243487,1.197827,4.145666,0.4717195,13.22681,6.24267,6.054884,1.770144,20.91523,13.69631,43.88712,89.62729,,1.620928,0.9030841,2.776145,1.468539,1.795589,1.444289,4.975589,0.6861986,3.753194,1.185419,1.028759,6.580439,362.6913,160.1273,15.27769,15.95473,366.0172,72.15732,68.41214,2.740485,21.9006,1.925263,1.631253,1.22741,1.781812,0.3494897,2.769339,0.9339278,0.6562951,0.1894822,2.404032,5.000299,3.957284,7.266583,,0.1896307179,0,0.4188981985,0.315318675,0,0,3.118992866,0,0.3352817329,0.09452151354,0,0.1909709583,1.020054389,2.343617153,0,2.125099341,1.241972101,0,4.904599328,0,12.67737912,0.6604887889,0.3705251826,0.1978282325,0.684681325,0.07790727287,2.184486111,1.031013972,1,0.2923497791,3.454274269,2.26202682,7.248218133,14.80247846
FID_025_17 (E),HET,pnd30,F,18.2,0,0,10,17,N,N,lac,,1.496511,0,3.941838,7.18891,17.94122,7.254731,3.422995,2.252752,45.68823,3.96699,10.31728,2.240746,10.53885,88.88579,0,21.5138,14.75196,0,99.68782,20.02521,114.7948,5.439621,2.450993,2.982384,5.776633,0,45.04312,7.890614,12.96554,6.949374,49.11123,25.29081,188.5736,136.3086,,1.72476,1.561425,3.237556,1.681022,3.212203,3.65121,4.382625,1.533445,4.590676,1.184996,3.373558,3.859305,473.3211,148.203,8.79723,24.7844,476.8655,69.47759,83.74276,17.65639,32.73997,1.517838,1.360826,1.067142,1.759689,0.2150757,4.641385,0.9348595,0.8100588,0.2179802,3.130091,7.714619,6.775495,10.3789,,0.1154221884,0,0.3040242057,0.5544628299,1.38376188,0.5595394407,0.2640071297,0.1737491844,3.523820065,0.3059641172,0.7957462628,0.1728231913,0.8128354083,6.855540918,0,1.65930613,1.137782152,0,7.688674749,1.544494869,8.853838714,0.4195445003,0.1890390219,0.2300238941,0.4455374015,0,3.474064327,0.6085835222,1,0.5359880113,3.78782758,1.95061756,14.5442149,10.51314484
